# Class, ID
SN,TranID1205161150514108827
SN,TranID1205161120534130600
Var,TranID1205151460694129221
SN,TranID1205151180784138953
SN,TranID1205151180714144181
SN,TranID1205141230744108444
SN?,TranID1205141120764115685
AGN,TranID1205141090724110667
SN,TranID1205011180804142223
SN,TranID1204301290794121687
Blazar,TranID1204300010664124998
AGN,TranID1204281430424107070
SN,TranID1204281380454105109
SN,TranID1204271520454138340
Blazar,TranID1204271460514140946
SN?,TranID1204271400394113864
HPM,TranID1204271380374105813
SN,TranID1204251350794106704
AGN?,TranID1204251210744110549
Blazar,TranID1204251210744104178
CV,TranID1204241320794103277
CV,TranID1204241230644129791
CV,TranID1204240120784120240
SN,TranID1204240120744152086
SN?,TranID1204240090814131436
CV?,TranID1204231150484101073
CV,TranID1204221570344112356
HPM,TranID1204221570314133370
Flare,TranID1204221550344115741
SN,TranID1204221520304126274
SN,TranID1204211260684121808
SN,TranID1204211040484113178
CV,TranID1204211010694130827
SN,TranID1204210070784125022
SN,TranID1204201320614114045
SN,TranID1204200210694121488
CV?,TranID1204200210654105431
HPM,TranID1204191260584120421
SN,TranID1204191230754136211
SN,TranID1204191210774114860
Flare,TranID1204191180784142832
SN,TranID1204191180764119622
CV,TranID1204191120874110393
SN,TranID1204181210654142274
Flare,TranID1204181090694129660
SN,TranID1204181070624101793
SN?,TranID1204171260634121477
CV,TranID1204170230734168358
Flare,TranID1204170210764114312
SN/CV,TranID1204161210684133029
SN,TranID1204161120574107039
SN,TranID1204161070504138772
CV,TranID1204160090804156953
SN,TranID1204160090644123128
SN?,TranID1204151120714126832
SN,TranID1204151040924106888
SN,TranID1204150090594144402
SN,TranID1204130010724117396
Blazar,TranID1204111210464120236
Flare,TranID1204111180464108242
AGN?,TranID1204111070674115324
SN,TranID1204111070634123111
SN,TranID1204111070614124392
SN,TranID1204021550384131537
SN?,TranID1204021260814160993
HPM,TranID1204011460534140759
SN,TranID1204011460524120859
HPM,TranID1204011460504139961
SN,TranID1204011460464119919
Blazar,TranID1204011430554143340
HPM,TranID1204011400464123825
SN,TranID1204011400424136005
Unknown,TranID1204011320724147446
SN,TranID1204011320724136527
AGN,TranID1204011290764127641
HPM,TranID1204011230584135800
SN,TranID1204011210724143746
AGN,TranID1203301090664128814
Var,TranID1203300120834156131
Blazar,TranID1203300120654103092
CV,TranID1203300070824160651
SN,TranID1203300070554127127
AGN,TranID1203291290604100838
SN,TranID1203291150674137948
AGN,TranID1203281230634113206
SN,TranID1203281230624117329
SN/AGN?,TranID1203281210654134717
SN,TranID1203281180804139974
SN,TranID1203281180644135630
AGN,TranID1203281180634123135
CV,TranID1203281070834142673
SN,TranID1203281070824134397
SN,TranID1203281040834151830
SN?,TranID1203280070584118839
Flare,TranID1203271120774136078
SN/AGN?,TranID1203271070754115152
SN,TranID1203271040774143775
CV,TranID1203270230714118652
SN,TranID1203270010604115428
SN/CV,TranID1203261260764111970
CV,TranID1203261150844117628
SN,TranID1203251260444104852
AGN,TranID1203251150614137172
SN,TranID1203250150664136435
CV/Var,TranID1203240180534128079
SN,TranID1203231490434144506
CV,TranID1203231490404144289
HPM,TranID1203230070844128605
CV,TranID1203230070484145267
SN,TranID1203221400724152974
CV,TranID1203221400694127604
Blazar,TranID1203221320614122224
AGN,TranID1203221260624125868
SN?,TranID1203221230614107477
SN,TranID1203221150684107839
AGN?,TranID1203221090694148273
AGN,TranID1203221090694114710
Blazar,TranID1203211150634107384
AGN?,TranID1203211120624119057
Unknown,TranID1203211120624103836
SN,TranID1203211070684117141
AGN,TranID1203211070594126778
AGN,TranID1203211040684103351
CV,TranID1203171430534109123
HPM,TranID1203171430524142064
Unknown,TranID1203171120764111042
AGN,TranID1203171120744115873
SN?,TranID1203171040774145482
SN,TranID1203171040634108482
Blazar,TranID1203160260584151559
HPM,TranID1203160210754158388
Blazar,TranID1203160180504151498
AGN,TranID1203160070784118493
CV,TranID1203160070494138975
SN,TranID1203151380564116199
CV?,TranID1203151320574115085
YSO,TranID1203151320184121250
CV,TranID1203151010534135815
AGN,TranID1203151010514146929
Flare?,TranID1203141150504107538
SN,TranID1203131180174105289
SN,TranID1203131150574115737
AGN?,TranID1203131070634111916
Unknown,TranID1203131070594106136
CV,TranID1203130040714120326
AGN?,TranID1203041150714144781
CV,TranID1203040210674137242
AGN,TranID1203040180634119296
AGN,TranID1203031550344130821
SN?,TranID1203031430444127282
Blazar,TranID1203030150774108166
SN,TranID1203030150524112736
CV,TranID1203030120794158924
Unknown,TranID1203021290394123900
SN,TranID1203021040804135302
Flare,TranID1203021040484122366
CV,TranID1203011430364110176
CV,TranID1203011400324135123
SN,TranID1203011230674219852
CV,TranID1203010090874127108
SN,TranID1203010090874125669
CV,TranID1203010040914152637
Blazar,TranID1202291210684145534
SN?,TranID1202291120774143126
SN,TranID1202291040814137444
CV,TranID1202290070794150520
AGN?,TranID1202271120734147987
SN?,TranID1202271120714133774
AGN,TranID1202271090714128401
Flare,TranID1202271090564148720
Flare,TranID1202270180614102583
CV,TranID1202261260634124245
OH_IR,TranID1202260210474119845
Blazar,TranID1202260120494134895
AGN,TranID1202251320404143265
AGN,TranID1202251230594123343
Blazar,TranID1202251210174133400
AGN,TranID1202251090634107419
SN,TranID1202251090624111413
AGN,TranID1202251070524127910
LPV,TranID1202251040804151905
Flare,TranID1202251040774141275
HPM,TranID1202251040734116583
SN,TranID1202251040584109286
AGN,TranID1202251040524116814
CV,TranID1202241520334122430
HPM,TranID1202241490394103458
SN?,TranID1202241430424107104
Blazar?,TranID1202241350454148466
SN,TranID1202241320634124271
SN,TranID1202241210764144227
SN?,TranID1202240120224143087
SN,TranID1202240070524129645
SN,TranID1202240010544124757
AGN,TranID1202240010534114045
AGN,TranID1202231380394131953
SN,TranID1202231320474151098
SN?,TranID1202230010724117826
CV/AGN,TranID1202221230474123882
SN,TranID1202221230444107847
SN?,TranID1202221210484122506
CV,TranID1202221210484117870
SN,TranID1202221180514124105
SN,TranID1202221150494128516
CV,TranID1202220210654145270
CV,TranID1202220120324111615
AGN,TranID1202220040624132417
SN,TranID1202211520394112056
SN?,TranID1202201090734136467
AGN,TranID1202201070784120151
AGN,TranID1202191400454110288
Blazar,TranID1202191380504109013
SN,TranID1202191350514141588
SN,TranID1202191150664141850
SN,TranID1202181290534121521
SN?,TranID1202181260414118493
SN,TranID1202181210594123955
Blazar?,TranID1202181150604102595
Blazar,TranID1202181120624121569
SN,TranID1202181120094104611
AGN,TranID1202181070674127854
HPM,TranID1202180120574141811
Blazar,TranID1202121010054134906
SN,TranID1202111180194119491
SN?,TranID1202111150194115089
SN,TranID1202101400324103979
SN,TranID1202101150794131422
CV,TranID1202101150434141552
SN,TranID1202021070664129118
CV,TranID1202020040654134554
AGN,TranID1202011430404119121
SN?,TranID1202011400464113207
SN,TranID1202011230574141827
CV,TranID1201311430024134321
AGN,TranID1201311230504128262
Flare?,TranID1201311010304151839
Flare,TranID1201301180554121756
Flare,TranID1201301180224121978
CV,TranID1201301010874137575
AGN,TranID1201300070844140751
HPM,TranID1201291490454131189
AGN,TranID1201291430584111851
SN?,TranID1201291320614144078
Blazar,TranID1201291120484130165
HPM,TranID1201291070524145310
SN?,TranID1201290090244146277
Flare,TranID1201271040284172041
CV,TranID1201271010844132020
SN,TranID1201270150154131595
SN,TranID1201270040834130467
SN,TranID1201261660164154694
SN?,TranID1201261380514112452
SN/AGN,TranID1201261350544143066
Blazar,TranID1201261350534144397
SN,TranID1201261320094110231
CV,TranID1201261320044143471
SN,TranID1201261290034138053
AGN,TranID1201261230594143565
SN,TranID1201251320574121892
SN/AGN,TranID1201251320574108485
Var,TranID1201251290084153337
Flare,TranID1201251260114103174
SN?,TranID1201251120714139073
SN,TranID1201251120674126894
AGN,TranID1201251120674102201
SN,TranID1201251090674127372
HPM,TranID1201250150604137052
HPM,TranID1201231570324142982
SN,TranID1201231350504110090
AGN,TranID1201231290534138174
Blazar,TranID1201231180824106091
SN,TranID1201231010634150043
HPM,TranID1201230150784136277
SN,TranID1201230040734148678
Unknown,TranID1201230010644109131
SN/AGN,TranID1201230010614128703
AGN,TranID1201211040084125122
AGN?,TranID1201210070644128573
CV,TranID1201201180424110668
Unknown,TranID1201201150164103852
CV,TranID1201200150464142250
CV,TranID1201191570254149183
Blazar,TranID1201191290494112719
AGN,TranID1201191150534121730
AGN,TranID1201181320014109239
SN/AGN?,TranID1201181230504126426
Unknown,TranID1201181210544116069
SN,TranID1201181150574105414
Blazar,TranID1201181150564107728
AGN,TranID1201181070194115579
AGN,TranID1201181010574131090
Blazar,TranID1201181010234147842
Flare,TranID1201141120454117896
AGN?,TranID1201141120144127228
AGN,TranID1201131350584118676
SN,TranID1201131320644119665
SN,TranID1201131260694106174
SN,TranID1201131260394127203
CV,TranID1201131150224104750
HPM,TranID1201091210644109910
HPM,TranID1201041460454138916
HPM,TranID1201041430514116028
SN,TranID1201041150694132441
SN,TranID1201041040034112466
CV,TranID1201040090064129965
CV?,TranID1201030150494145299
Unknown,TranID1201030120574119891
SN,TranID1201030090684120517
Blazar,TranID1201030070034134767
CV,TranID1201021570394133935
AGN,TranID1201021430344132418
SN?,TranID1201021290474146697
AGN?,TranID1201021260504136346
Blazar,TranID1201021011244127624
CV,TranID1201020070324109588
AGN,TranID1201020010564145870
CV,TranID1201011660254140001
HPM,TranID1201011660234106090
Blazar,TranID1201011520384133265
AGN,TranID1201011210784128966
SN?,TranID1201011210774111284
SN,TranID1201011180814127125
CV,TranID1201011180804126761
SN?,TranID1201011010664138113
Unknown,TranID1112311210524132932
Blazar,TranID1112311210524123781
Unknown,TranID1112311210514143633
AGN,TranID1112311180504113322
SN,TranID1112311070254117349
SN?,TranID1112311040794127902
Unknown,TranID1112310120164104369
CV,TranID1112310040214127410
Flare,TranID1112310010184138365
Blazar,TranID1112301380354137481
SN?,TranID1112301150784113008
SN,TranID1112301150764143883
Flare,TranID1112301090184104199
SN,TranID1112301040104138020
SN,TranID1112291520354119881
Blazar,TranID1112291520334118638
SN,TranID1112291460404116264
Blazar,TranID1112291430434117574
CV,TranID1112291400464106575
AGN,TranID1112291380484132004
SN?,TranID1112291320514129026
SN?,TranID1112291260584131842
LPV,TranID1112291120524129371
AGN,TranID1112291120514141825
SN,TranID1112290040664120037
SN,TranID1112281400444128867
Unknown,TranID1112281040514107965
CV,TranID1112280090094129502
SN?,TranID1112280090084117291
SN,TranID1112280010534124058
CV,TranID1112271181144146614
SN,TranID1112271010584136372
SN,TranID1112270090124101221
SN,TranID1112270040264130157
SN,TranID1112251400344119989
CV,TranID1112251320174117100
SN/CV,TranID1112251320154107302
CV,TranID1112251290214173345
SN?,TranID1112251180524135291
SN,TranID1112251150734136050
AGN,TranID1112251090074105873
AGN,TranID1112250011254116827
Flare,TranID1112241180034118508
AGN,TranID1112241150694114923
AGN?,TranID1112241090224127804
SN,TranID1112241010694129423
CV,TranID1112171180214124889
Blazar,TranID1112161230394126529
YSO,TranID1111301120304120184
YSO?,TranID1111301090294102584
AGN,TranID1111301090274136153
SN,TranID1111301040484136988
Flare,TranID1111300070314154439
SN,TranID1111291231164135344
RRLyrae,TranID1111291231104136038
CV?,TranID1111281210664105894
AGN?,TranID1111281180604107692
SN,TranID1111281150614125119
SN?,TranID1111281120704127010
AGN,TranID1111281010144134599
CV,TranID1111280151174112104
HPM,TranID1111280090254147222
SN,TranID1111280070274158322
CV,TranID1111271320174145528
AGN,TranID1111271180094145781
SN,TranID1111271120024141105
SN?,TranID1111271070034113062
CV,TranID1111241660174140627
SN,TranID1111241070264146997
CV,TranID1111231290234184573
Mira,TranID1111231290224144399
SN,TranID1111231210464117038
Unknown,TranID1111230010184112537
Blazar,TranID1111221120534115711
SN,TranID1111221070164127486
SN,TranID1111221040604112067
CV,TranID1111221040194145937
HPM,TranID1111191230074124966
SN,TranID1111191120034144818
SN,TranID1111181490664163515
Unknown,TranID1111181380174107847
CV,TranID1111181380124132585
SN,TranID1111181230384140281
Blazar,TranID1111181180104130016
CV,TranID1111181150284160207
CV,TranID1111181120284107174
Unknown,TranID1111181120274120028
Blazar,TranID1111171350514136075
SN,TranID1111170120064131084
SN?,TranID1111170090054116957
SN?,TranID1111170010084134941
CV,TranID1111161120264111887
CV,TranID1111161070254130896
Unknown,TranID1111160181114122437
SN,TranID1111160010064104203
HPM,TranID1111151180174127137
HPM,TranID1111031520324144272
Flare,TranID1111031400964117601
CV,TranID1111031400324158535
SN,TranID1111030090134103780
SN?,TranID1111030010194136402
AGN,TranID1111030010164113022
YSO,TranID1111021290254190624
CV/AGN?,TranID1111020260074117684
SN/Ast,TranID1111020260014102295
Var,TranID1111020230294162846
Unknown,TranID1111020230054135320
CV,TranID1111011351054108718
CV,TranID1111011291114153567
SN?,TranID1111010210254112004
Unknown,TranID1110311260854171619
Ast?,TranID1110311071264128913
SN?,TranID1110310180154126160
SN,TranID1110301180524111833
CV,TranID1110301150434131503
SN,TranID1110301090144110100
Flare,TranID1110300150114120497
SN,TranID1110300070154106463
Blazar,TranID1110281630424126946
SN,TranID1110281380464122093
SN,TranID1110281210094139926
SN?,TranID1110280011254102820
Unknown,TranID1110271320464106116
Blazar,TranID1110271260474102152
CV,TranID1110271210414133893
SN,TranID1110270070124134909
SN,TranID1110261350144140084
Flare,TranID1110241430314158229
HPM,TranID1110241380714146036
SN,TranID1110241350454133658
CV,TranID1110241350124145757
CV,TranID1110241071164105629
SN,TranID1110231380744134000
Mira,TranID1110231351004159200
Blazar,TranID1110231321034126384
CV,TranID1110231150294110535
AGN?,TranID1110230090074112399
SN,TranID1110221290484112027
CV,TranID1110221210884105604
CV/Ast,TranID1110211550594121474
Blazar,TranID1110211550594103326
CV,TranID1110211321074152444
CV,TranID1110211151144101343
Unknown,TranID1110210211204114444
SN,TranID1110201211154112050
CV,TranID1110201090264162525
SN?,TranID1110200260114134799
Unknown,TranID1110200040214115179
CV,TranID1110191350734141576
CV,TranID1110190210074126561
Var/SN,TranID1110190180054134516
CV,TranID1110190151224118079
SN,TranID1110181430644248816
Unknown,TranID1110181350104113460
YSO,TranID1110181320174103285
Blazar,TranID1110181290134107909
Var,TranID1110180090124117413
SN,TranID1110171150094126930
Blazar,TranID1110171090534127312
SN,TranID1110170041194139877
SN?,TranID1110170040194113879
SN,TranID1110161180084108543
HPM,TranID1110150071224124349
HPM,TranID1110061400064119848
CV,TranID1110061320094139400
AGN,TranID1110061260014124074
CV,TranID1110041261074109922
CV,TranID1110041231084160493
CV,TranID1110031010314155163
Unknown,TranID1110030260084132942
HPM,TranID1110010040154108586
SN/AGN,TranID1110010040124112111
SN?,TranID1109301460284140459
SN,TranID1109301400304127819
AGN,TranID1109301180114106824
SN,TranID1109301041154116618
Carbon,TranID1109300071124153856
CV,TranID1109300011114151150
SN/Ast?,TranID1109291260164132993
Flare,TranID1109291090214135845
Flare,TranID1109290091254140479
SN?,TranID1109281090184132785
SN,TranID1109261070014122864
Flare,TranID1109260070234114098
Blazar,TranID1109260040234128189
HPM,TranID1109251210404110806
SN,TranID1109241350074121359
CV,TranID1109241290094101455
AGN,TranID1109240090114106079
YSO,TranID1109231260224137668
SN,TranID1109231120234136074
Mira,TranID1109230231114129617
CV,TranID1109230070203125535
HPM,TranID1109221321074116304
CV,TranID1109211291054157070
CV,TranID1109211210014107917
CV,TranID1109211150844146881
Blazar,TranID1109211120074116827
Flare,TranID1109211070144138167
Flare?,TranID1109210010064139552
AGN?,TranID1109210010054127979
CV,TranID1109201210794130197
SN,TranID1109200090054128813
SN?,TranID1109191091224136211
HPM,TranID1109191040054134919
SN,TranID1109190151184111644
CV,TranID1109190121114107721
CV,TranID1109190011114173187
SN,TranID1109181260824120853
SN,TranID1109181070024115267
Comet,TranID1109181041224123976
CV,TranID1109181041214127798
SN,TranID1109181041214105836
SN,TranID1109181011234130569
Flare,TranID1109180071244109258
Blazar,TranID1109180041254129754
Flare,TranID1107031350754120112
Unknown,TranID1107030151164136669
SN,TranID1107030071174105491
CV,TranID1107030071114165760
SN,TranID1107021180094118167
SN,TranID1107021041264109182
SN,TranID1107011120104119909
HPM,TranID1107011120094102684
Blazar,TranID1107011040034131568
CV,TranID1107010211074141939
Blazar,TranID1107010071244113143
SN,TranID1106300040664124267
CV,TranID1106281211124109922
CV,TranID1106281150754114905
AGN,TranID1106281120744122021
SN?,TranID1106281090764135376
SN,TranID1106241070834132854
Flare,TranID1106241070734138383
AGN/Blazar,TranID1106241010694118297
SN,TranID1106241010684107404
CV,TranID1106231150914161482
CV,TranID1106231070924122777
SN,TranID1106230040724111069
Blazar,TranID1106210091084179317
CV,TranID1106210071094164382
SN,TranID1106131630404111710
CV,TranID1106131350674124017
SN,TranID1106121180634112775
SN?,TranID1106121150614113883
SN,TranID1106121120634119163
SN,TranID1106111350474117100
CV,TranID1106111320694137973
SN,TranID1106111260764139610
CV,TranID1106111070884131228
CV,TranID1106101520474116185
HPM,TranID1106101380624102629
CV,TranID1106101350804125610
CV,TranID1106101320834120295
CV,TranID1106101290854138513
SN,TranID1106091460514127317
CV,TranID1106091430394126567
SN,TranID1106091400584128136
SN,TranID1106091210774115315
AGN,TranID1106071400654101671
SN,TranID1106070070614107631
SN,TranID1106070010614108286
CV,TranID1106061121124182967
SN,TranID1106060010764124342
Flare,TranID1106051350744108815
Mira,TranID1106040230824154629
Mira,TranID1106040210844128759
SN,TranID1106040070854120186
CV?,TranID1106030120874113978
AGN,TranID1106030090804118443
Mira,TranID1106030010924119967
SN,TranID1106021230774137681
SN?,TranID1105271320664124545
SN,TranID1105271290664147324
CV,TranID1105270041164147506
Flare,TranID1105261210664103986
HPM,TranID1105261180674132072
SN?,TranID1105251210754139550
SN,TranID1105251150824111853
SN/AGN,TranID1105251150774137168
SN,TranID1105250120744147105
AGN,TranID1105241150644113130
AGN,TranID1105241010704124644
CV,TranID1105201121174113562
CV,TranID1105201010824136363
CV,TranID1105200150784122250
SN,TranID1105141660354112704
Blazar,TranID1105141600304117225
Blazar,TranID1105131490324110809
HPM,TranID1105131071194105275
CV,TranID1105130041134149159
Blazar,TranID1105121350644129864
CV,TranID1105121350404109472
SN,TranID1105121290674113405
SN,TranID1105120260674103467
AGN,TranID1105081150804135655
CV,TranID1105071350744129416
SN,TranID1105070040714143962
Mira,TranID1105061520424116895
AGN,TranID1105061460454102381
SN,TranID1105041380544116798
SN,TranID1105041380534110947
SN,TranID1105040010554104018
CV?,TranID1105031630324106508
Blazar,TranID1105031400494106710
AGN?,TranID1105031290534135294
AGN,TranID1105031290524128495
AGN?,TranID1105031210794111023
SN,TranID1105030010494139841
SN,TranID1105021350554101034
Blazar,TranID1105011520514108884
SN,TranID1105011520504112888
CV,TranID1105011210504111881
CV,TranID1104301320434110403
HPM,TranID1104300121104103880
Mira,TranID1104291400294112297
AGN,TranID1104291230534105550
SN,TranID1104291210594142890
AGN,TranID1104291210564131045
SN,TranID1104291180564125364
SN,TranID1104291120774130563
SN,TranID1104290011144106641
CV,TranID1104281430634140646
SN,TranID1104281400414125978
HPM,TranID1104281380304112024
AGN,TranID1104281210694109673
CV,TranID1104271490494115473
SN,TranID1104271490474133022
SN,TranID1104271490444118661
Blazar,TranID1104271460514137429
Var,TranID1104271460514101819
HPM,TranID1104271460494129915
Blazar,TranID1104271430614143655
AGN?,TranID1104271430584112013
SN/AGN,TranID1104271430524118195
AGN,TranID1104271400574107911
Blazar,TranID1104261400684131134
SN?,TranID1104261350714125700
AGN,TranID1104261260724113314
CV,TranID1104261120904156424
SN?,TranID1104261120684119537
CV?,TranID1104260180644122337
SN?,TranID1104260120624130098
SN?,TranID1104260090624137455
AGN?,TranID1104260010644109887
SN,TranID1104251230694109750
SN,TranID1104240010754104018
SN,TranID1104141430694136992
SN,TranID1104141320794138720
CV,TranID1104141320374107841
SN,TranID1104141070804123992
CV,TranID1104131400294149908
SN,TranID1104131150874170907
AGN?,TranID1104121070794117233
HPM,TranID1104121040734115429
AGN?,TranID1104121040644116540
AGN?,TranID1104120070664106957
SN,TranID1104120040704127317
Unknown,TranID1104110041124106204
SN,TranID1104081380574122732
AGN,TranID1104081350674124994
AGN,TranID1104081350624104202
SN?,TranID1104081350584137229
AGN,TranID1104081260664107222
SN,TranID1104081230564126079
SN,TranID1104061320694106837
SN?,TranID1104061320674107078
SN,TranID1104061260674111875
AGN,TranID1104061230744115200
AGN?,TranID1104061180754112037
SN,TranID1104051210484136574
AGN,TranID1104051180634123568
SN?,TranID1104051180604124984
Mira,TranID1104051010784130380
SN,TranID1104051010764122544
AGN,TranID1104051010744147055
CV,TranID1104041230404151904
Flare,TranID1104041180464131580
CV,TranID1104041180404115397
SN,TranID1104041150484138263
AGN?,TranID1104041120754123149
AGN?,TranID1104041090614125536
AGN?,TranID1104041070684137743
AGN?,TranID1104041070604115635
Blazar?,TranID1104041040714134148
AGN?,TranID1104041040634118576
Blazar,TranID1104021550454132704
CV?,TranID1104010180674132878
AGN,TranID1104010150534111525
AGN,TranID1104010010604125847
SN,TranID1103301460484119712
AGN,TranID1103301320594118165
SN,TranID1103301210794125313
AGN,TranID1103301150814122387
AGN,TranID1103300040624122348
Blazar,TranID1103290230684131567
Mira,TranID1103290090894121721
AGN,TranID1103281350724109732
Flare,TranID1103281350224120296
CV,TranID1103281290384113038
SN,TranID1103281260744127610
Blazar,TranID1103281260734125627
SN,TranID1103281070694141533
SN,TranID1103271230724108822
Blazar,TranID1103271230484143622
SN?,TranID1103261320584123035
SN?,TranID1103260070534123140
Flare,TranID1103260070534102536
SN,TranID1103251180584134410
SN?,TranID1103251090574109083
CV?,TranID1103250070674112217
SN,TranID1103250010614139940
SN?,TranID1103241090554135108
AGN,TranID1103240040654148326
SN,TranID1103161400604128161
Flare,TranID1103161260694125129
CV,TranID1103141320434111930
Blazar/AGN,TranID1103141290534131906
AGN?,TranID1103131070724106121
AGN/SN,TranID1103130180704131543
SN?,TranID1103130010704109438
CV,TranID1103121520434112450
SN,TranID1103121520334134087
AGN,TranID1103111210754143894
SN/AGN?,TranID1103111210754142976
AGN,TranID1103111210754112475
AGN,TranID1103111180774101327
CV?,TranID1103111180754104400
SN?,TranID1103111090504132096
Blazar,TranID1103111070664105772
CV,TranID1103110090564131921
SN,TranID1103101460294148007
AGN,TranID1103101350584115193
SN,TranID1103100010174116151
SN,TranID1103091290644104724
AGN?,TranID1103091230694138108
SN,TranID1103091210714125129
HPM,TranID1103090210754157685
Blazar,TranID1103090150704112168
CV,TranID1103090040484148259
CV?,TranID1103090040474141871
SN,TranID1103081210694128465
CV?,TranID1103061090814103414
AGN?,TranID1103061090734110235
CV,TranID1103060090544123204
AGN,TranID1103051320504137801
AGN,TranID1103051290504110890
SN,TranID1103051290464145262
Blazar,TranID1103051070734123798
HPM?,TranID1103050040844106641
AGN?,TranID1103041070634134344
AGN,TranID1103021230624105270
AGN,TranID1103021210544107799
SN,TranID1103021180644127479
AGN,TranID1103021180544101250
AGN,TranID1103021180524113561
SN,TranID1103020040694108268
SN/AGN,TranID1103011320664136360
CV,TranID1103011210394137153
SN,TranID1103011210244144773
CV,TranID1103011040824130139
Blazar,TranID1103010180594116127
SN?,TranID1103010150464163396
AGN?,TranID1103010120604118515
AGN?,TranID1102261350484104027
SN,TranID1102261320544131285
AGN,TranID1102261290584150627
SN?,TranID1102261290494105303
AGN?,TranID1102261260604135564
SN,TranID1102261260604109602
AGN?,TranID1102261260574113920
CV,TranID1102261230574109109
CV,TranID1102260150544125462
CV,TranID1102260150524119509
AGN?,TranID1102251290664139390
Flare/SN,TranID1102251290644119477
SN,TranID1102251290634109720
SN,TranID1102251180174134438
CV,TranID1102250070614142432
SN,TranID1102241290434237998
SN,TranID1102241290424127830
SN,TranID1102231350604110103
Unknown,TranID1102231090554106250
SN,TranID1102231070564133502
AGN,TranID1102230010574103647
AGN?,TranID1102121090744118637
SN,TranID1102121070724121825
Var,TranID1102121070724106436
SN,TranID1102121070714133319
CV,TranID1102121010514116544
Blazar,TranID1102120070644118081
SN?,TranID1102120070634125955
CV/SN,TranID1102120040824106911
AGN?,TranID1102101210604128190
SN,TranID1102101210594143788
AGN?,TranID1102101210594136098
AGN?,TranID1102101180614106992
AGN/SN?,TranID1102101180584102011
AGN,TranID1102101180574123330
AGN/SN?,TranID1102100210294107893
AGN?,TranID1102100070604134362
CV,TranID1102091460284125765
SN,TranID1102090010794130412
CV,TranID1102081010474158290
Var,TranID1102081010244125249
SN,TranID1102080090744133918
SN,TranID1102080090574128001
SN,TranID1102070180244109718
Blazar/SN,TranID1102070150524121000
CV,TranID1102070150324113956
SN,TranID1102061230624108216
SN?,TranID1102051290484113869
SN,TranID1102051180544128471
CV,TranID1102051090844106803
CV,TranID1102050150634124006
AGN,TranID1102050120654141302
CV,TranID1102050090654144864
SN,TranID1102041210434115267
SN,TranID1102041070174118422
SN,TranID1101301430404147758
SN,TranID1101301210074122822
SN,TranID1101290040204119818
Unknown,TranID1101290010614120965
SN,TranID1101281350324101650
SN,TranID1101281290454112646
SN,TranID1101281260554137473
Blazar,TranID1101280010694114829
AGN?,TranID1101271090284129280
SN,TranID1101251120244103162
CV,TranID1101251090234223206
CV,TranID1101251070494126453
SN,TranID1101251070284140740
CV,TranID1101241180184124491
CV,TranID1101241120454105248
SN,TranID1101241090574129503
SN,TranID1101161380514121768
SN,TranID1101161380494104920
CV,TranID1101161320054126530
SN?,TranID1101161290554104456
CV,TranID1101160070644123338
CV,TranID1101151380034121388
CV,TranID1101151181224113126
SN,TranID1101151180704125371
Ast?,TranID1101150070584108218
AGN?,TranID1101140180564116417
SN,TranID1101140180484163514
CV,TranID1101140180254114459
SN,TranID1101140120594113960
Flare,TranID1101140120564138796
SN,TranID1101140090534107892
CV,TranID1101140070504144585
CV,TranID1101140040504131940
SN,TranID1101131210514104253
SN,TranID1101131010494140457
SN,TranID1101130070264123135
CV,TranID1101130040254141317
CV,TranID1101111090594116852
Blazar,TranID1101110180314143037
AGN,TranID1101081350454129655
SN,TranID1101081260534135780
SN?,TranID1101081260504117653
SN,TranID1101051400394103098
SN?,TranID1101041230164121856
Unknown,TranID1101041230144125008
CV,TranID1101041071234110880
Blazar,TranID1101041070664219915
YSO?,TranID1101040090314130575
SN,TranID1101031380394131761
CV?,TranID1101031290244193081
SN?,TranID1101031230454123762
SN,TranID1101031210544131953
Unknown,TranID1101020120734122317
SN?,TranID1012141260544133322
CV,TranID1012141180124125553
CV,TranID1012140180304146295
CV,TranID1012140150224122033
Var,TranID1012140040114122621
AGN,TranID1012131381014109204
SN,TranID1012130210104111544
CV?,TranID1012130150064120119
CV,TranID1012121290034112135
SN,TranID1012111350464134032
AGN,TranID1012111230554117718
CV,TranID1012110090284133663
AGN?,TranID1012110040624115724
CV,TranID1012101320084121519
SN?,TranID1012101180174114485
SN,TranID1012100090264109952
AGN?,TranID1012100090214119081
CV?,TranID1012100070244133216
SN?,TranID1012091210054124208
SN?,TranID1012090011224116306
Blazar,TranID1012090010134125895
SN,TranID1012081290434119905
SN,TranID1012081070284131034
CV,TranID1012071380104223832
Flare,TranID1012071350204145375
CV,TranID1012071260164133182
Flare,TranID1012061010234104635
Unknown,TranID1012060040584115092
CV,TranID1012060040494101697
CV,TranID1012041320074131511
Unknown,TranID1012041070134108143
CV,TranID1012031380394141353
CV,TranID1012031380384133667
SN,TranID1012031350404119449
SN,TranID1012031010504122216
Unknown,TranID1012021090064118886
CV,TranID1012021070194105972
Unknown,TranID1012011230494112462
CV,TranID1012011210024127861
CV,TranID1012010210214132696
CV,TranID1011301180544138966
CV?,TranID1011300071144118285
CV,TranID1011300040294155925
CV,TranID1011281400464127150
HPM,TranID1011281400464120991
CV,TranID1011281090284102188
SN,TranID1011281090164116065
SN,TranID1011281010204114579
CV,TranID1011271090094109951
CV,TranID1011271040014129121
