# ID, Class
TranID1302111320514122668,AGN
TranID1302140040644124305,SN
TranID1302140040704148345,SN?
TranID1302140040714119849,Flare
TranID1302140040714124357,Blazar
TranID1302140150814146450,SN
TranID1302141010654143860,Blazar
TranID1302141120624107766,SN
TranID1302141150484143170,Unknown
TranID1302141150504102321,SN
TranID1302141150604114861,SN
TranID1302141180594119560,Blazar
TranID1302141210474143476,AGN
TranID1302141230494130831,SN?
TranID1302141230554138125,HPM
TranID1302141230574122584,SN?
TranID1302141230594128405,SN
TranID1302141260454138050,AGN
TranID1302141290364160994,SN
TranID1302151090204131476,AGN
TranID1302160120574139280,Unknown
TranID1302160120584113031,SN
TranID1302161040654110952,SN
TranID1302170150534108860,SN?
TranID1302171010794138638,CV
TranID1302171040734101995,CV
TranID1302171230424139186,Unknown
TranID1302171260494123228,Flare
TranID1302171350514111922,AGN
TranID1302171490374116041,Unknown
TranID1302181230554144044,CV
TranID1302181380414137316,HPM
TranID1302181400354146917,SN
TranID1302181430344101379,AGN?
TranID1302181490404115704,CV
TranID1302230120704108141,SN
TranID1302231120284141108,SN?
TranID1302231210644123928,SN
TranID1302231400514120418,Unknown
TranID1303011180144110751,HPM
TranID1303011290544123165,SN
TranID1303011320534129196,SN
TranID1303011350574103320,SN
TranID1303011380534115603,SN
TranID1303021210274114807,Flare
TranID1303021230264103547,AGN
TranID1303021230624130836,SN
TranID1303021260374143723,SN
TranID1303021290164141488,HPM
TranID1303021380594134765,HPM
TranID1303030010484158805,SN
TranID1303031120634108415,SN
TranID1303031290434124956,Unknown
TranID1303050040684138629,Blazar
TranID1303051010634119957,SN
TranID1303051070694136005,Flare
TranID1303051230684111017,SN
TranID1303051290654126745,SN?
TranID1303051290744139395,SN
TranID1303051350444114543,CV
TranID1303051380434105873,Blazar
TranID1303071040744105050,Var
TranID1303071070754142629,SN
TranID1303071090774127988,HPM
TranID1303071120764123699,SN
TranID1303071120774113499,CV
TranID1303071120774117560,AGN
TranID1303071150824115553,SN
TranID1303071520304144859,Blazar
TranID1303071520314141379,AGN
TranID1303111090714111154,SN?
TranID1303121070564106854,AGN
TranID1303140010834117600,SN/CV
TranID1303140180684107993,CV
TranID1303141040684143755,CV
TranID1303141070684112965,Blazar
TranID1303141090674107279,SN
TranID1303141150634143780,SN
TranID1303141290134114251,AGN?
TranID1303141350494127887,YSO
TranID1303141350524142790,SN
TranID1303150040714122967,Mira
TranID1303150180604143454,SN?
TranID1303150180614114284,SN
TranID1303150210604138443,Flare
TranID1303151210504145839,CV
TranID1303161120714122052,CV
TranID1303161150714107103,HPM
TranID1303161320574115853,SN
TranID1303161320574130573,CV
TranID1303171040914179767,CV
TranID1303171090424146629,HPM
TranID1303171210684110790,SN
TranID1303171260654136392,CV
TranID1303171260694130687,CV
TranID1303171290404124281,CV
TranID1303171290584119068,SN
TranID1303171320644114865,SN/CV
TranID1303181090924175989,CV
TranID1303181600384128987,SN
TranID1303201090684101235,CV
TranID1303231460474127979,CV
TranID1303231520434129450,SN
TranID1303241120234114292,CV/SN
TranID1303241400594101724,CV
TranID1303241430574136850,SN
TranID1303241460544112317,CV
TranID1303241460574123435,SN
TranID1303241460584112024,Blazar
TranID1303241460644117054,SN
TranID1303241660214135267,SN
TranID1303311550494131001,AGN
TranID1303311570484131030,CV
TranID1304011040734113603,Flare
TranID1304011070634119906,SN/AGN
TranID1304011090674106904,Flare?
TranID1304011090684111068,SN
TranID1304011430704131751,SN
TranID1304020070664116317,Flare
TranID1304031090804140600,SN
TranID1304031120754131205,CV
TranID1304031120774114435,AGN
TranID1304031260394120564,SN
TranID1304041260504122246,SN
TranID1304041260614122389,SN
TranID1304041290604129569,CV
TranID1304041290624102229,SN
TranID1304041290654130369,SN?
TranID1304061090654140277,AGN?
TranID1304061150634123862,SN
TranID1304061210644103282,HPM
TranID1304061230734125608,SN/CV
TranID1304061290694140971,SN
TranID1304081260744138781,Blazar
TranID1304081290754138475,SN/CV
TranID1304101090814108983,CV
TranID1304101090824105434,Ast?
TranID1304101120734121399,HPM
TranID1304101150764142626,CV/SN
TranID1304101210524133590,SN/CV
TranID1304111090634115957,SN
TranID1304111090634120338,SN?
TranID1304111120594139528,SN
TranID1304111120614116422,CV
TranID1304111180604104701,Flare
TranID1304111230414140313,SN?
TranID1304121230614134803,Blazar
TranID1304121260644109524,AGN
TranID1304121260664120602,AGN
TranID1304131260814118255,SN/AGN
TranID1304131290643133214,Unknown
TranID1304131320603113558,YSO
TranID1304140040614129121,LPV
TranID1304141120504133862,AGN
TranID1304141350754151399,SN
TranID1304141400544127648,CV
TranID1304151070464118026,AGN
TranID1304151090664124031,CV
TranID1304151430494101547,CV
TranID1304151430514135374,HPM
TranID1304151430524125462,SN/AGN
TranID1304151430534106204,AGN
TranID1304151460494122412,SN
TranID1304151460494144378,Blazar
TranID1304151460544143236,HPM
TranID1304151460584103642,SN
TranID1304151490444125243,SN
TranID1304151550384115667,SN
TranID1304161210554115579,YSO
TranID1304161210564119965,CV
TranID1304161260544128382,Unknown
TranID1304161350784103276,CV
TranID1304161460434115985,CV
TranID1304161490664136857,SN?
TranID1304161550544133046,SN
TranID1304180010844125972,HPM
TranID1304181400724141378,SN/AGN
TranID1304181400734166981,SN
TranID1304181430364118904,SN/CV
TranID1304181520304134058,SN
TranID1304181600404137815,CV
TranID1304190040724142741,AGN
TranID1304190090644106628,Nova
TranID1304190120714130429,Flare
TranID1304191210804140558,HPM
TranID1304191380464136324,Flare/SN
TranID1304191380504114854,SN?
TranID1304191660304112684,SN
TranID1304201430384224674,SN?
TranID1304211180774111949,CV
TranID1304211180894173578,SN
TranID1304211180904145030,HPM
TranID1304220070904105036,CV
TranID1304291090754107901,SN
TranID1304291120584117616,CV
TranID1304291320374114290,Unknown
TranID1304301090774115713,SN
TranID1304301150494130354,Unknown
TranID1305010120674124693,SN?
TranID1305011070564124203,AGN
TranID1305011090534133478,CV
TranID1305011230484123632,CV
TranID1305021230574116169,CV
TranID1305021260504113324,CV
TranID1305021260564136026,SN
TranID1305021290504134160,SN
TranID1305021290534103755,HPM
TranID1305021290554127838,SN
TranID1305021320554137855,SN
TranID1305030120574141454,AGN?
TranID1305031120794103182,SN
TranID1305031150664107635,CV
TranID1305031150684122609,SN
TranID1305031150754125877,HPM
TranID1305031230814133282,Unknown
TranID1305051230834148200,CV
TranID1305051260704123970,SN/CV
TranID1305051350574113768,Flare
TranID1305051400544106365,CV
TranID1305071041154114511,Blazar
TranID1305071290744148439,Flare?
TranID1305071400614115655,CV
TranID1305071430544135024,AGN?
TranID1305081400414136462,Flare
TranID1305081400434135498,SN
TranID1305081490564112715,SN
TranID1305091090794106174,SN
TranID1305091090804141621,AGN
TranID1305091120654118444,AGN
TranID1305091120664119543,HPM
TranID1305091490614141161,Ast?
TranID1305101230864140095,HPM
TranID1305101350804157015,SN
TranID1305101380784129660,HPM
TranID1305110010834146582,HPM
TranID1305120040624108145,AGN
TranID1305121010734109070,Blazar
TranID1305121040794120539,Blazar
TranID1305121070694115570,SN
TranID1305121070704140019,AGN
TranID1305121090884136789,HPM
TranID1305121210884131694,SN
TranID1305130090684108720,AGN?
TranID1305131090754143426,SN/Ast
TranID1305131120734140944,SN?
TranID1305131120764121089,SN
TranID1305131180844143958,AGN
TranID1305131210774107949,AGN?
TranID1305131230784108936,Flare
TranID1305141070524109313,SN
TranID1305141070624108774,SN/CV
TranID1305150210754151010,SN
TranID1305150210754151386,AGN?
TranID1305151070554117646,AGN?
TranID1305151150534101515,SN
TranID1305151230694116555,SN
TranID1305151490394125788,CV?
TranID1305151520354109090,SN?
TranID1305160120784151500,SN
TranID1305161010604106599,Var
TranID1305161040664114824,AGN
TranID1305171210864128120,SN
TranID1305171490344119052,CV
TranID1305180040694239243,SN
TranID1305180120704115127,CV?
TranID1305190040924105557,HPM?
TranID1305191230754108397,CV
TranID1305191350334137879,SN
TranID1305200041164103821,Unknown
TranID1305201290844124453,SN
TranID1305201320684115928,Blazar
TranID1305201350774155625,Flare
TranID1305201400684109601,CV
TranID1305211380674115604,CV
TranID1305211400604125044,SN?
TranID1305211460624138558,AGN?
TranID1305221490554110035,SN?
TranID1305291261144126586,CV
TranID1305291600394135487,CV
TranID1305291600484123094,SN
TranID1305291600484134981,AGN?
TranID1305291660324120608,AGN
TranID1305291660424137446,SN
TranID1305300070714118880,AGN?
TranID1305300090864133673,CV
TranID1305301120904244806,AGN?
TranID1305311070624107111,AGN?
TranID1305311120614125964,SN
TranID1306010120884194298,SN
TranID1306010121074103680,SN
TranID1306010121094165203,HPM
TranID1306010150874169777,SN
TranID1306010180844205896,SN?
TranID1306011120674133862,Blazar
TranID1306011150654134552,LPV
TranID1306031010724113172,Unknown
TranID1306031090714124701,Var
TranID1306031091154156062,CV
TranID1306031350664132920,Blazar
TranID1306031350724113310,HPM
TranID1306041151144145470,CV
TranID1306041210714113446,SN?
TranID1306051210644126928,SN
TranID1306051260484132508,SN
TranID1306051260534106546,SN
TranID1306051261094129061,SN
TranID1306051261134144211,HPM
TranID1306051290614132849,Unknown
TranID1306051430594137532,SN
TranID1306051430624132149,Blazar
TranID1306060070714103061,CV
TranID1306060070714107287,SN
TranID1306061181204113527,SN
TranID1306061290594125461,Comet
TranID1306061400584110728,HPM
TranID1306061400584118076,SN
TranID1306061460634149077,CV
TranID1306061520534131582,CV
TranID1306071320794125262,AGN
TranID1306071380554122492,SDSS
TranID1306071430514125309,SN
TranID1306080230694132538,AGN?
TranID1306080230714155739,SN
TranID1306081320774109980,CV
TranID1306081320774122613,SN
TranID1306090010624110234,AGN
TranID1306091180804104464,CV
TranID1306091460484117878,AGN
TranID1306091460494140247,AGN
TranID1306091490444104704,Flare
TranID1306091520454205113,HPM
TranID1306091570404118400,Flare
TranID1306091630454118826,SN
TranID1306100091124106709,CV
TranID1306101180524115812,Unknown
TranID1306101290754141977,CV
TranID1306101290774132994,SN
TranID1306101320744148086,CV?
TranID1306101320754113582,CV
TranID1306101350654101335,SN
TranID1306101350704128207,SN
TranID1306101400644123218,Blazar
TranID1306110071224127052,AGN?
TranID1306111120664110776,CV
TranID1306111150724102925,Unknown
TranID1306111150754117530,SN
TranID1306120091104126082,Blazar
TranID1306121180694108085,CV
TranID1306121180704131531,CV?
TranID1306121211114135438,YSO
TranID1306131151104173185,Flare
TranID1306131260664124842,YSO
TranID1306131260864152278,CV
TranID1306131290654132164,SN
TranID1306140090664120159,SN/AGN
TranID1306140090664121096,AGN
TranID1306140180684124826,SN
TranID1306141011114135865,AGN?
TranID1306141151234111786,AGN/CV
TranID1306151380744153796,Blazar
TranID1306161011264117300,AGN?
TranID1306161180794133827,SN
TranID1306161290784123559,AGN
TranID1306171600474117100,AGN
TranID1306171660384131880,Blazar
TranID1306181320584102524,AGN
TranID1306181320724134449,Flare
TranID1306191350614114230,CV
TranID1306200041124124468,SN
TranID1306200151074106780,CV
TranID1306201260644112940,HPM
TranID1306201260664112997,Unknown
TranID1306201520574112431,AGN
TranID1306210011254120647,SN
TranID1306211011244127438,Flare
TranID1306211120664110566,AGN
TranID1306271040724131721,AGN?
TranID1306271260024129130,SN
TranID1307070011154113370,SN
TranID1308090211134116095,SN
TranID1308091011194131840,SN
TranID1308280011124107474,Var
TranID1308280041244110839,SN
TranID1308280181154102522,SN
TranID1308280231124103801,Ast?
TranID1308281290064116109,SN
TranID1308281290064131091,SN?
TranID1309010071244136626,AGN
TranID1309010121194109265,SN
TranID1309011150194133736,SN
TranID1309011180204130069,Blazar
TranID1309011180214134165,CV/SN
TranID1309021070064121638,AGN
TranID1309021070074116316,SN
TranID1309021090034133655,SN
TranID1309021260784140174,Blazar
TranID1309021380084117815,SN?
TranID1309021380084121592,HPM
TranID1309031180084122459,SN
TranID1309041210124102821,AGN?
TranID1309041230034113932,Blazar
TranID1309041230134116994,CV
TranID1309041290124101511,CV
TranID1309050010084135719,CV
TranID1309050010144104862,SN
TranID1309050010144138645,SN?
TranID1309050011134105287,CV?
TranID1309050040094128675,CV/SN
TranID1309050040114124314,CV
TranID1309050040124139902,HPM
TranID1309050070084111234,Flare
TranID1309050231164133249,SN
TranID1309051180764103420,SN
TranID1309060040024118036,SN
TranID1309060040034128254,CV
TranID1309060040054111996,SN
TranID1309061010124121394,SN
TranID1309061351004143495,SN
TranID1309061351044128051,SN
TranID1309061400034134866,CV?
TranID1309061490254137729,HPM
TranID1309120010164143104,SN
TranID1309120090034109089,SN
TranID1309120090054115627,Flare
TranID1309120090054121750,SN
TranID1309120150014104855,CV
TranID1309120211044132512,SN
TranID1309121010174106409,Flare
TranID1309121010184135823,SN
TranID1309121040194132361,SN?
TranID1309130040094143775,CV
TranID1309130120124115946,Flare
TranID1309141091134108958,SN/CV
TranID1309141260204167133,SN
TranID1309141380774130923,SN
TranID1309151040094142394,CV
TranID1309151070074113180,SN
TranID1309151090014120286,SN?
TranID1309151181194112157,SN
TranID1309161120114104342,SN
TranID1309161230104102910,Unknown
TranID1309161230834137353,SN
TranID1309161230864155882,Blazar
TranID1309161260074128615,Flare
TranID1309161261124106682,AGN?
TranID1309161261134112078,SN
TranID1309170010914156475,SN
TranID1309170070904150815,SN
TranID1309171070164130218,SN?
TranID1309171400094125147,HPM
TranID1309171630464141509,SN
TranID1309230011124158968,HPM
TranID1309231230394117279,SN
TranID1309231231084113392,Blazar
TranID1309231430034119891,HPM
TranID1309231430934112700,SN
TranID1309231430944150537,Unknown
TranID1309240151044109000,SN
TranID1309240151054197273,AGN
TranID1309240181074153212,SN?
TranID1309241040054136913,HPM
TranID1309241090044129182,SN
TranID1309241150044116061,AGN
TranID1309241320384122843,Var
TranID1309250010064131012,Blazar
TranID1309250091194105176,CV
TranID1309250091224135247,SN
TranID1309261261094119084,AGN
TranID1309261490634154130,SN
TranID1309261570524136874,AGN
TranID1309281121184118018,SN
TranID1309281150204108337,SN/AGN?
TranID1309281181134139665,SN
TranID1309281260194162485,SN
TranID1309290091254125220,AGN
TranID1309290151184105742,CV
TranID1309290211204126430,SN
TranID1309300040144138533,SN
TranID1309300090104101264,SN?
TranID1309300091194104626,Flare
TranID1309300150064136355,SN/AGN?
TranID1309300150074129465,SN
TranID1309300180064109444,CV
TranID1309300180094104003,SN
TranID1309301010124101541,SN/CV
TranID1310010011224126916,CV
TranID1310011011254110661,SN
TranID1310011070234114365,AGN
TranID1310011150874130887,SN
TranID1310020070184210953,CV/Var
TranID1310021400344113215,SN
TranID1310021520614101453,CV
TranID1310030040224109339,HPM
TranID1310030120174141423,CV
TranID1310030150174109582,SN
TranID1310031260784132818,CV
TranID1310041210064115696,Blazar
TranID1310041231154105769,AGN
TranID1310041400054104521,SN?
TranID1310050040154108638,SN
TranID1310060010894134554,AGN?
TranID1310070040284141639,AGN
TranID1310070070244123463,Blazar
TranID1310071010274132001,AGN?
TranID1310071070184110974,Unknown
TranID1310081321084123846,SN
TranID1310090150194118969,AGN
TranID1310091091244132305,AGN
TranID1310091210034112233,CV
TranID1310111090114129086,HPM
TranID1310111090204125263,Unknown
TranID1310111151234134426,AGN
TranID1310120150014110189,SN?
TranID1310120150164117921,SN
TranID1310120180014101233,Blazar
TranID1310120210064111333,HPM
TranID1310131381024102178,Blazar
TranID1310141210414137770,AGN
TranID1310141400044134796,CV
TranID1310141400044135276,SN
TranID1310150260064106672,CV?
TranID1310161380114105554,YSO
TranID1310221260034120370,CV
TranID1310230230064121450,AGN
TranID1310230230114116035,Flare?
TranID1310231380084126804,SN
TranID1310231380714111848,SN
TranID1310240231164108306,AGN?
TranID1310241490354129023,Unknown
TranID1310241630244134804,CV
TranID1310250040014131234,AGN?
TranID1310250070034110542,CV
TranID1310251230244142725,AGN
TranID1310251400954170028,AGN
TranID1310260010144106354,SN?
TranID1310260040144132382,Blazar
TranID1310260150154113290,SN
TranID1310261010114127520,CV
TranID1310261040144104091,Unknown
TranID1310271400304156612,SN
TranID1310281150064101162,Flare
TranID1310281380044109757,CV
TranID1310301180094105274,CV
TranID1310301180144107762,SN
TranID1310301290104120647,SN?
TranID1310310091164130002,CV
TranID1310310181204127244,SN
TranID1310310210194101254,CV
TranID1310311070534119356,Blazar
TranID1310311090474134635,SN?
TranID1311011010164128734,SN
TranID1311021260434104182,CV
TranID1311021260494123855,AGN?
TranID1311021290414104571,SN?
TranID1311021320354124799,AGN
TranID1311021400104112568,Flare
TranID1311021400124123088,Flare
TranID1311021570504113741,CV
TranID1311040230204114690,Unknown
TranID1311041121204140554,OH_IR
TranID1311061010294118517,Blazar
TranID1311061150144107811,AGN
TranID1311061180184119159,AGN
TranID1311081090554123219,Blazar
TranID1311081150044101824,AGN
TranID1311081150104119089,SN
TranID1311081260154102489,AGN
TranID1311090040164127564,LPV
TranID1311100090154141987,Flare
TranID1311100150094106837,HPM
TranID1311100210144121990,SN
TranID1311101150064106486,AGN
TranID1311101150504122836,CV
TranID1311101260454111640,HPM
TranID1311101380344149031,SN?
TranID1311101380404110756,Blazar?
TranID1311111320044149893,SN
TranID1311111430054111140,CV?
TranID1311121010304112117,SN
TranID1311121010614107962,SN?
TranID1311140010304120823,SN
TranID1311140070304134962,SN
TranID1311260120204112363,AGN
TranID1311260120204125478,AGN
TranID1311261040084101817,SN
TranID1311261180164118625,SN?
TranID1311261210174128813,Nova
TranID1311271070264129274,CV/AGN
TranID1312021180214101950,SN
TranID1312031290194122465,SN?
TranID1312041230164232583,CV
TranID1312070010464142576,SN
TranID1312070120314133166,SN
TranID1312081260034105949,CV
TranID1312081350044124158,CV
TranID1312101041154123121,AGN
TranID1312101090224103631,SN
TranID1312111070574109654,SN?
TranID1312111150464138744,AGN
TranID1312131120604119638,AGN
TranID1312141010544111209,Blazar
TranID1312141070424119491,SN
TranID1312141121244117885,SN
TranID1312141630224136315,SN
TranID1312231090294105831,SN?
TranID1312231120274170394,SN
TranID1312231290204104508,Blazar?
TranID1312231290214103191,Blazar
TranID1312231490234178647,SN
TranID1312231520224138706,AGN
TranID1312240010124142629,HPM
TranID1312240040204116444,SN?
TranID1312241010134113184,Blazar
TranID1312241010194128336,SN
TranID1312241120094114656,SN?
TranID1312241180124103585,SN
TranID1312241180484108703,SN
TranID1312241210134128201,CV
TranID1312241260414106473,SN
TranID1312241350384110624,CV
TranID1312241380384107607,AGN
TranID1312241460334126377,SN?
TranID1312241520324140084,SN
TranID1312241570324139981,CV
TranID1312250070294109754,AGN
TranID1312250150204104874,Flare?
TranID1312251150554112896,Flare
TranID1312261260054126854,Flare
TranID1312281040494120783,CV
TranID1312281120614137047,AGN
TranID1312281380134112998,HPM
TranID1312300090164126800,AGN
TranID1312300210304116174,SN?
TranID1312310040524150007,Blazar
TranID1312310070484126421,HPM
TranID1312310070604113418,SN?
TranID1312310090644126966,Flare
TranID1312310210194108321,CV
TranID1312310230174122811,SN
TranID1312311010594112568,SN
TranID1312311010604112737,SN
TranID1401011090654141413,SN
TranID1401011150654104472,SN?
TranID1401011260624123136,SN/AGN
TranID1401011430494124743,Blazar
TranID1401011430494144727,SN
TranID1401011460424115101,CV
TranID1401011460434129348,SN
TranID1401021230674124157,AGN
TranID1401021320594123264,SN
TranID1401021320604121883,SN
TranID1401021460464138233,SN/AGN
TranID1401021460464138395,Var
TranID1401030010764125017,Flare
TranID1401030070754124625,SN?
TranID1401031040734115569,SN
TranID1401031120694103642,AGN
TranID1401031150674125979,SN
TranID1401031150704133074,SN
TranID1401031290404108382,HPM
TranID1401031490484121978,HPM
TranID1401040040034119943,SN
TranID1401041010214127020,AGN
TranID1401041150114109714,Blazar
TranID1401070011234112940,SN
TranID1401070090794151988,HPM
TranID1401071010634128518,SN
TranID1401071070454146201,Unknown
TranID1401091260494139472,SN/AGN
TranID1401091320234202101,SN
TranID1401091400424118174,AGN
TranID1401101290534111700,AGN?
TranID1401101430404114937,CV
TranID1401101430404116869,Unknown
TranID1401101520324141393,CV
TranID1401110010544101002,CV
TranID1401110120324135424,Blazar
TranID1401110150284112444,SN
TranID1401200150784129813,AGN
TranID1401211010874151747,AGN
TranID1401211290244171563,SN/AGN?
TranID1401231210554114641,Unknown
TranID1401231350504132269,SN
TranID1401231400404126937,Blazar
TranID1401231400444138125,AGN
TranID1401231400464124147,AGN
TranID1401260010654128388,Blazar
TranID1401281040454148127,Flare
TranID1401281210254108042,AGN?
TranID1401281260494108620,AGN
TranID1401291180554128406,SN
TranID1401291400454124767,SN
TranID1401301040684105179,SN
TranID1402051210384165015,CV
TranID1402051380434133260,HPM
TranID1402061460394128547,HPM
TranID1402081520274133784,HPM
TranID1402091120094104587,SN
TranID1402101660274120416,SN
TranID1402110040744115179,CV
TranID1402110120864108840,SN
TranID1402111150154136448,SN?
TranID1402111460444111823,CV?
TranID1402181120534116936,Unknown
TranID1402181150484139804,SN
TranID1402221260694101890,Blazar
TranID1402221400364117215,CV
TranID1402251180534136865,AGN
TranID1402261230734113350,CV?
TranID1402261230764117771,SN?
TranID1402270090574132639,AGN?
TranID1402271010614118428,Blazar
TranID1402271090634101850,CV
TranID1402281260454115394,AGN
TranID1402281290444116891,CV
TranID1402281380464127669,HPM
TranID1403041090444115966,Blazar
TranID1403061070524109667,AGN
TranID1403071120664115513,SN?
TranID1403071150674109317,SN
TranID1403081120414113855,CV
TranID1403090090484116562,SN?
TranID1403090150554111012,Unknown
TranID1403091230654132317,Blazar
TranID1403091350554118078,Unknown
TranID1403100210714110526,AGN
TranID1403101460254114460,SN
TranID1403111010784143195,SN
TranID1403111040794128325,SN?
TranID1403111550264133306,Unknown
TranID1403120210754128318,CV
TranID1403121040674113258,Flare
TranID1403121120644122367,Flare
TranID1403121570394120173,Blazar
TranID1403131630294102241,SN?
TranID1403131630304119059,SN
TranID1403201070624106775,Flare
TranID1403211180694103025,SN
TranID1403221260574116185,SN
TranID1403230070774114008,Blazar
TranID1403230090774112559,SN
TranID1403230210754151474,Blazar
TranID1403231120654127046,CV
TranID1403250120624130314,AGN
TranID1403250150684110750,SN?
TranID1403251320494118637,SN?
TranID1403251320514119833,LPV
TranID1403261180674133158,AGN
TranID1403261180794121958,SN
TranID1403261290664103484,SN
TranID1403261320584110566,Unknown
TranID1403261350654139683,CV
TranID1403261380334142423,SN?
TranID1403261380614127858,SN
TranID1403261380614133816,CV
TranID1403261430444108115,SN
TranID1403271040824113137,SN
TranID1403271070744118228,SN
TranID1403271150704114454,SN
TranID1403271230814126077,CV
TranID1403281040574136540,SN/CV
TranID1403281180544116217,CV
TranID1403281210784113098,SN?
TranID1403281260554125340,SN
TranID1403281260574122926,AGN
TranID1403281290754120299,AGN
TranID1403281630444138433,Flare
TranID1403291290424119413,AGN
TranID1403300230584137397,AGN?
TranID1403301070704102183,Flare
TranID1403311070514116207,SN
TranID1403311350764137574,CV
TranID1404011090764123529,Blazar
TranID1404011320214120612,YSO
TranID1404011350504108166,YSO?
TranID1404011380624105106,AGN
TranID1404011430494121503,SN
TranID1404011460544121376,Flare
TranID1404021400284146444,CV
TranID1404021430274113807,SN
TranID1404021430674141504,RRLyrae
TranID1404021460424123234,CV
TranID1404021490394122262,CV?
TranID1404021490464119057,AGN?
TranID1404021490484118318,SN
TranID1404021520474126445,SN?
TranID1404021520484105910,AGN
TranID1404021550524144159,CV
TranID1404021550564144957,HPM
TranID1404021570514118119,SN
TranID1404031120794103895,Unknown
TranID1404031120804128875,CV
TranID1404031320734122930,AGN
TranID1404041180554122100,SN
TranID1404041180574118292,SN?
TranID1404041230504100859,CV
TranID1404051260544121026,SN
TranID1404060150664105346,CV
TranID1404060230594136592,Mira
TranID1404071090914124031,SN
TranID1404071490644153296,Unknown
TranID1404081010764113169,Blazar
TranID1404081690204130928,SN
TranID1404091320684139992,SN
TranID1404091400644102987,CV
TranID1404091660294105776,HPM
TranID1404210070864127637,SN
TranID1404211040774107611,SN
TranID1404221040604134063,Unknown
TranID1404221070774101435,CV
TranID1404231090724108342,SN
TranID1404231180774109380,Blazar
TranID1404231320784116639,CV
TranID1404240210674141447,CV
TranID1404241150654123914,Unknown
TranID1404241180644119647,SN/CV
TranID1404251230664105361,Blazar
TranID1404251320614122898,SN
TranID1404251350584102703,Ast?
TranID1404251460614126059,SN?
TranID1404251460614134729,SN?
TranID1404251490534111884,CV
TranID1404261150854122404,CV
TranID1404271181154147689,Unknown
TranID1404271230544116424,SN
TranID1404271570514119935,HPM
TranID1404281570334110265,HPM
TranID1404281600324121207,Flare
TranID1404300040704102016,CV
TranID1404301350644109127,SN
TranID1405011630424105496,SN
TranID1405020090864142825,SN?
TranID1405031120624206882,AGN
TranID1405031210674112931,YSO
TranID1405031350584112483,CV/AGN?
TranID1405031380734126226,SN/Ast
TranID1405051120774137956,Var
TranID1405051260484110584,Unknown
TranID1405051260494137258,CV
TranID1405051260564102078,CV
TranID1405051380494117065,SN?
TranID1405051380594130740,Unknown
TranID1405060040754131386,Ast?
TranID1405060210784146015,SN?
TranID1405061121144108433,SN
TranID1405081180664120535,CV
TranID1405091010874165161,SN
TranID1405091180454129137,Flare
TranID1405091460654137154,SN
TranID1405100010774111854,Blazar
TranID1405101400394121334,SN
TranID1405110090864121126,SN
TranID1405121380624103332,SN?
TranID1405121380714142404,Unknown
TranID1405181150504122960,Blazar
TranID1405191320754141571,CV
TranID1405221090714101333,SN
TranID1405221090714110886,SN
TranID1405241210744104954,Flare
TranID1405250010874131351,HPM
TranID1405261260424118499,SN
TranID1405301010634116353,SN
TranID1405301120844133371,CV
TranID1405310180714104004,CV
TranID1406010230824156885,SN?
TranID1406021120904122625,SN
TranID1406021490464109698,Mira
TranID1406031380704102315,Blazar
TranID1406041380484110466,CV
TranID1406051460594128650,AGN?
TranID1406061120894129739,SN
TranID1406061180704130379,CV
TranID1406061260654106893,CV
TranID1406061290664101908,CV/Ast
TranID1406061320624120923,Blazar
TranID1406071320674112652,CV
TranID1406071320674118715,CV
TranID1406080040914133997,Unknown
TranID1406081290484122107,SN
TranID1406091041264123166,CV
TranID1406091091204123873,SN?
TranID1406091180904129263,Unknown
TranID1406091210894124555,CV
TranID1406091400764165859,CV
TranID1406101350734101660,Var/SN
TranID1406171040884120523,CV
TranID1406171120834114874,SN
TranID1406181490614147095,Unknown
TranID1406191400624112313,YSO
TranID1406201600484135408,Blazar
TranID1406210071224121725,Var
TranID1406221180574116410,SN
TranID1406221230554103879,Blazar
TranID1406221320594109378,SN
TranID1406221380564116390,SN?
TranID1406230090904110257,SN
TranID1406230181144128333,Unknown
TranID1406240070714132883,HPM
TranID1406251180794109133,HPM
TranID1406271320804103621,CV
TranID1406271400734124327,AGN
TranID1406281120744111607,CV
TranID1406281150734103537,CV
TranID1406281290794116040,CV
TranID1406281291044199665,Unknown
TranID1406290040914119592,HPM
TranID1406290091084132499,SN/AGN
TranID1406291150654107156,SN?
TranID1406291150664137693,SN
TranID1406300040944169740,AGN
TranID1406300040944170120,SN
TranID1406301490644138605,Carbon
TranID1407021230084121841,CV
TranID1407021260054115784,SN/Ast?
TranID1407021290064105270,Unknown
TranID1407021320674127597,Flare
TranID1408310011104136414,Flare
TranID1408310011164108034,SN?
TranID1408310041264114189,SN
TranID1408311210014119351,Flare
TranID1409011120094136475,Blazar
TranID1409011210164107559,HPM
TranID1409020181144129152,SN
TranID1409020211034165835,CV
TranID1409021180814105710,AGN
TranID1409030010044114444,YSO
TranID1409030040054108840,SN
TranID1409031180254116915,Mira
TranID1409031181214117173,Comet
TranID1409031291124154648,CV
TranID1409061260034240176,HPM
TranID1409061381004132604,CV
TranID1409061381014103015,CV
TranID1409140070124113149,CV
TranID1409140071154101822,Blazar
TranID1409140090064112622,Flare
TranID1409141260394124755,Flare?
TranID1409151181164134104,AGN?
TranID1409151350694129846,CV
TranID1409201210094112809,SN
TranID1409201321054133927,SN?
TranID1409240150084102889,HPM
TranID1409241071204136582,SN
TranID1409250071134115846,CV
